codigo_puesto_unico,zona_codigo,puesto_codigo,nombre_puesto_dashboard,nombre_puesto_base,nombres_puesto_base_variantes,nombre_puesto_ideca,nombre_sitio,localidad_codigo,localidad,direccion,latitud,longitud,estado_geocodificacion,fuente_geografica,templo_principal,total_testigos,lideres_activos,beneficiarios_mesas_trabajo,referidos_activos_lideres,lideres_ref_0,lideres_ref_1_5,lideres_ref_6_9,lideres_ref_10_mas,pct_lideres_activos,pct_beneficiarios_mesas_trabajo,numero_puesto_ideca
160011708,17,08,Escuela Nacional de Comercio (Sede Bachillerato),EGIPTO ESCUELA QUINTA DIAZ,EGIPTO ESCUELA QUINTA DIAZ,Escuela Nacional de Comercio (Sede Bachillerato),Egipto Escuela Quinta Díaz,17,Candelaria,"CLL 9A # 0 - 30 Este / 
CLL 9 A # 0 - 22 Este",4.593216814000016,-74.070547755,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,2,2,0,20,1,0,0,1,100.0,0.0,8
160011801,18,01,Colegio Distrital Manuel del Socorro Rodríguez - Sede B,CLARET,CLARET | IE LICEO MAYOR JAIME TRIANA RESTREPO,Colegio Distrital Manuel del Socorro Rodríguez - Sede B,Claret,18,Rafael Uribe Uribe,CLL 46 Sur # 27 - 12,4.583001399000011,-74.12841807000001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),7,6,3,76,1,1,2,2,85.7,42.9,1
160011802,18,02,Colegio Distrital Restrepo Millán - Sede B,INGLES,IE MARICE SINISTERRA | IE TERNERA | INGLES,Colegio Distrital Restrepo Millán - Sede B,Inglés,18,Rafael Uribe Uribe,"CLL 40 Sur # 26 - 90 / 
CLL 41 Sur # 26 - 44",4.583322851999981,-74.12341538999999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),12,11,4,68,1,6,3,1,91.7,33.3,2
160011803,18,03,Colegio Distrital Rafael Delgado Salguero (General Paez) - Sede A,BRAVO PAEZ,BRAVO PAEZ,Colegio Distrital Rafael Delgado Salguero (General Paez) - Sede A,Bravo Páez,18,Rafael Uribe Uribe,CRA 26 B # 35 B - 49 Sur,4.584800499999972,-74.12037854099998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),3,2,0,6,0,2,0,0,66.7,0.0,3
160011804,18,04,Colegio Distrital El Libertador,LIBERTADOR II,LIBERTADOR II,Colegio Distrital El Libertador,Libertador II,18,Rafael Uribe Uribe,CLL 32 Sur # 24 B - 20,4.584036609999998,-74.11613920500002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTANDER,10,10,2,70,3,1,4,2,100.0,20.0,4
160011805,18,05,Instituto San Pablo Apóstol - ISPA,CENTENARIO,CENTENARIO,Instituto San Pablo Apóstol - ISPA,Centenario,18,Rafael Uribe Uribe,CRA 24 B # 29 A - 02 Sur,4.584835381000005,-74.112684522,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),3,3,1,15,0,1,2,0,100.0,33.3,5
160011806,18,06,Colegio Distrital Antonio Baraya -  Sede A,OLAYA,OLAYA,Colegio Distrital Antonio Baraya -  Sede A,Olaya,18,Rafael Uribe Uribe,CLL 27 Sur # 22 A - 02,4.5834964790000186,-74.10905679000001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),5,5,1,59,2,1,0,2,100.0,20.0,6
160011807,18,07,Colegio Distrital Gustavo Restrepo - Sedes B y C,SAN JOSE RAFAEL URIBE,SAN JOSE RAFAEL URIBE,Colegio Distrital Gustavo Restrepo - Sedes B y C,San José Rafael Uribe,18,Rafael Uribe Uribe,"CRA 13 A # 26 - 17 Sur /
CRA 12 F # 26 - 17 Sur",4.5770563720000155,-74.10269822499998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,6,6,0,44,1,1,2,2,100.0,0.0,7
160011808,18,08,Colegio Distrital Alejandro Obregón,ALEJANDRO OBREGON GUSTAVO REST,ALEJANDRO OBREGON GUSTAVO REST,Colegio Distrital Alejandro Obregón,Alejandro Obregón Gustavo Restrepo,18,Rafael Uribe Uribe,CLL 30 Sur # 13 - 45,4.576491076000025,-74.10885290599998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,12,10,0,20,5,4,0,1,83.3,0.0,8
160011809,18,09,Colegio Distrital Clemencia Holguín de Urdaneta,QUIROGA,QUIROGA,Colegio Distrital Clemencia Holguín de Urdaneta,Quiroga,18,Rafael Uribe Uribe,CLL 30 Sur # 19 B - 25,4.579222339000012,-74.110551714,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),6,5,1,58,0,1,1,3,83.3,16.7,9
160011810,18,10,Colegio Distrital Clemencia de Caycedo,ALCALDIA QUIROGA,ALCALDIA QUIROGA,Colegio Distrital Clemencia de Caycedo,Alcaldía Quiroga,18,Rafael Uribe Uribe,CLL 32 Sur # 22 - 30,4.580469758999982,-74.11464625500003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),7,5,1,42,0,1,3,1,71.4,14.3,10
160011811,18,11,Colegio Distrital Bravo Páez,CENTRAL QUIROGA,CENTRAL QUIROGA,Colegio Distrital Bravo Páez,Central Quiroga,18,Rafael Uribe Uribe,CLL 37 Sur # 23 - 51,4.579885019000017,-74.119088197,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),3,3,0,3,2,1,0,0,100.0,0.0,11
160011812,18,12,Colegio Distrital Manuel del Socorro Rodríguez - Sede A,SANTA LUCIA,SANTA LUCIA,Colegio Distrital Manuel del Socorro Rodríguez - Sede A,Santa Lucía,18,Rafael Uribe Uribe,TRV 23 Bis # 44 - 90 Sur,4.577615821999984,-74.12599363800001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),37,35,11,222,8,12,4,11,94.6,29.7,12
160011813,18,13,Colegio Distrital José Marti - Sede B,LAS COLINAS,LAS COLINAS,Colegio Distrital José Marti - Sede B,Las Colinas,18,Rafael Uribe Uribe,"DIAG 32 B Sur # 15 C - 25 / 
DIAG 32 B Sur # 13 B - 17",4.574369309000019,-74.11286773500001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),5,5,2,76,0,1,0,4,100.0,40.0,13
160011814,18,14,Colegio Distrital Enrique Olaya Herrera,COUNTRY SUR,COUNTRY SUR,Colegio Distrital Enrique Olaya Herrera,Country Sur,18,Rafael Uribe Uribe,CRA 10 # 31 - 29 Sur,4.568172989999994,-74.10245541,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,13,10,0,63,3,2,1,4,76.9,0.0,14
160011815,18,15,Colegio Distrital Misael Pastrana Borrero,LAS LOMAS,LAS LOMAS,Colegio Distrital Misael Pastrana Borrero,Las Lomas,18,Rafael Uribe Uribe,CRA 10 A # 39 - 05 Sur,4.564671512000018,-74.10835908299998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),6,6,1,44,1,4,0,1,100.0,16.7,15
160011816,18,16,Colegio Distrital Alexander Fleming - Sede B,ALEXANDER FLEMING SAN JORGE,ALEXANDER FLEMING SAN JORGE,Colegio Distrital Alexander Fleming - Sede B,Alexander Fleming San Jorge,18,Rafael Uribe Uribe,"CLL 43 Sur # 16 A - 40 /
DIAG 45 Bis B Sur # 13 F - 41",4.571593550999978,-74.12031361200002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),18,16,2,62,4,9,1,2,88.9,11.1,16
160011817,18,17,Colegio Distrital Reino de Holanda - Sede B,REINO DE HOLANDA,REINO DE HOLANDA,Colegio Distrital Reino de Holanda - Sede B,Reino de Holanda,18,Rafael Uribe Uribe,DIAG 46 Sur # 12 A - 32,4.567280719999985,-74.11530818400001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),5,3,0,12,1,1,1,0,60.0,0.0,17
160011818,18,18,Colegio Distrital Reino de Holanda - Sede A,MARCO FIDEL SUAREZ,MARCO FIDEL SUAREZ,Colegio Distrital Reino de Holanda - Sede A,Marco Fidel Suárez,18,Rafael Uribe Uribe,TRV 13 G Bis # 46 - 35 Sur,4.568143763000023,-74.12201370999998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),12,12,3,67,2,7,0,3,100.0,25.0,18
160011819,18,19,Colegio Distrital Alexander Fleming - Sede D,EL SOCORRO SUR,EL SOCORRO SUR,Colegio Distrital Alexander Fleming - Sede D,El Socorro Sur,18,Rafael Uribe Uribe,CLL 50 B Sur # 13 A - 32,4.564808620000008,-74.124482371,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),8,8,0,33,1,4,3,0,100.0,0.0,19
160011820,18,20,Colegio Distrital Marruecos y Molinos - Sede A,MOLINOS DEL SUR,MOLINOS DEL SUR,Colegio Distrital Marruecos y Molinos - Sede A,Molinos del Sur,18,Rafael Uribe Uribe,CLL 49 D Bis Sur # 5 X - 02,4.555161542000008,-74.11787294099997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),19,17,5,108,1,8,5,3,89.5,26.3,20
160011821,18,21,Colegio Distrital Alfredo Iriarte - Sede A,CIUDAD BOCHICA SUR,CIUDAD BOCHICA SUR,Colegio Distrital Alfredo Iriarte - Sede A,Ciudad Bochica Sur,18,Rafael Uribe Uribe,"TRV 5 J # 48 F - 69 Sur / 
TRV 5 L Bis # 48 F - 69 Sur",4.557649002000005,-74.11213382,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),13,13,4,111,1,7,1,4,100.0,30.8,21
160011822,18,22,Colegio Distrital Colombia Viva - Sede A,LOS MOLINOS II SECTOR,LOS MOLINOS II SECTOR,Colegio Distrital Colombia Viva - Sede A,Los Molinos II Sector,18,Rafael Uribe Uribe,TRV 5 A # 48 M - 50 Sur,4.553589046000013,-74.10769519600001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),11,9,1,41,3,2,2,2,81.8,9.1,22
160011823,18,23,Colegio Distrital Palermo Sur,PALERMO SUR,PALERMO SUR,Colegio Distrital Palermo Sur,Palermo Sur,18,Rafael Uribe Uribe,TRV 2 B Bis # 49 D - 41 Sur,4.543099720999976,-74.10971793800002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),7,5,3,78,0,1,1,3,71.4,42.9,23
160011824,18,24,Salón Comunal Villa Mayor La Nueva,VILLA MAYOR LA NUEVA,VILLA MAYOR LA NUEVA,Salón Comunal Villa Mayor La Nueva,Villa Mayor La Nueva,18,Rafael Uribe Uribe,DIAG 41 Sur # 34 A -90,4.589394040000002,-74.127041964,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTANDER,4,3,1,35,0,0,2,1,75.0,25.0,24
160011825,18,25,Colegio Distrital José Marti - Sede C,GRANJAS DE SAN PABLO,GRANJAS DE SAN PABLO,Colegio Distrital José Marti - Sede C,Granjas de San Pablo,18,Rafael Uribe Uribe,CLL 40 D Sur # 12 J - 39,4.571512927000015,-74.116137315,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),8,8,4,106,2,2,1,3,100.0,50.0,25
160011826,18,26,Colegio Distrital José Marti - Sede D,RESURRECCION,RESURRECCION,Colegio Distrital José Marti - Sede D,Resurrección,18,Rafael Uribe Uribe,"DIAG 32 B Sur # 12 B - 36 /
 CLL 36 D Sur # 11 D - 40 ",4.568414237000013,-74.10933182899998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),5,4,1,8,1,2,1,0,80.0,20.0,26
160011827,18,27,Colegio Distrital La Paz,RAFAEL URIBE LA PAZ,RAFAEL URIBE LA PAZ,Colegio Distrital La Paz,Rafael Uribe La Paz,18,Rafael Uribe Uribe,DIAG 52 A Sur # 4 P - 10,4.543710448000013,-74.11728252500001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),7,6,0,53,0,5,0,1,85.7,0.0,27
160011828,18,28,Colegio Distrital San Agustín - Sede A,SAN AGUSTIN SUR,SAN AGUSTIN SUR,Colegio Distrital San Agustín - Sede A,San Agustín Sur,18,Rafael Uribe Uribe,CLL 49 C Sur # 5 C - 41,4.547747281999989,-74.11336675299998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),10,10,2,32,2,5,3,0,100.0,20.0,28
160011829,18,29,Colegio Distrital Diana Turbay - Sede A,COVIVIENDA DEL SUR ORIENTE,COVIVIENDA DEL SUR ORIENTE,Colegio Distrital Diana Turbay - Sede A,Covivienda del Sur Oriente,18,Rafael Uribe Uribe,DIAG 48 Z Sur # 4 B - 10,4.5475398759999734,-74.11013651100001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),10,9,6,182,0,1,2,6,90.0,60.0,29
160011830,18,30,Salón Comunal Marruecos,MARRUECOS APARTAMENTOS,MARRUECOS APARTAMENTOS,Salón Comunal Marruecos,Marruecos Apartamentos ,18,Rafael Uribe Uribe,"CLL 48 P # 5 L - 40 Sur / 
CLL 48 Q Sur # 5 J - 86",4.554367677000016,-74.112566566,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),4,2,0,0,2,0,0,0,50.0,0.0,30
160011832,18,32,Salón Comunal Mirador de Marrocos,MIRADOR DE MARROCOS,MIRADOR DE MARROCOS,Salón Comunal Mirador de Marrocos,Mirador de Marrocos,18,Rafael Uribe Uribe,TRV 5 P # 48 J - 31 Sur,4.557800496000027,-74.11357177299999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),1,1,0,9,0,0,1,0,100.0,0.0,32
160011833,18,33,Plazoleta entrada del almacén ARA - Conjunto Asturias Real,SAN JUANITO,SAN JUANITO,Plazoleta entrada del almacén ARA - Conjunto Asturias Real,San Juanito,18,Rafael Uribe Uribe,AV Caracas # 37 - 48 Sur,4.575836320999997,-74.11861099200001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),4,4,1,29,0,1,2,1,100.0,25.0,33
160011834,18,34,Colegio Distrital Alfredo Iriarte - Sede C,PROVIDENCIA,PROVIDENCIA,Colegio Distrital Alfredo Iriarte - Sede C,Providencia,18,Rafael Uribe Uribe,"TRV 11 A # 49 D - 12 Sur /
 TRV 11 D # 49 D - 57 Sur",4.561719919999973,-74.12083405700002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),2,2,1,14,0,0,2,0,100.0,50.0,34
160011835,18,35,Colegio Distrital Gustavo Restrepo - Sede A,GUSTAVO RESTREPO,GUSTAVO RESTREPO,Colegio Distrital Gustavo Restrepo - Sede A,Gustavo Restrepo,18,Rafael Uribe Uribe,CRA 12 H Bis B # 28 C - 24 Sur,4.575755499000024,-74.10616393599997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,7,7,0,56,1,2,0,4,100.0,0.0,35
160011836,18,36,Salón Comunal Ingles,SALÓN COMUNAL INGLES,SALÓN COMUNAL INGLES,Salón Comunal Ingles,Salón Comunal Ingles,18,Rafael Uribe Uribe,"CLL 41 Sur # 27 - 87 / 
CRA 26 A # 41 - 10 Sur",4.583363953999992,-74.123642754,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),5,4,0,8,2,2,0,0,80.0,0.0,36
160011837,18,37,Salón Comunal Claret,SALÓN COMUNAL CLARET,SALÓN COMUNAL CLARET,Salón Comunal Claret,Salón Comunal Claret,18,Rafael Uribe Uribe,CLL 46 Sur # 27 - 30,4.583412801000009,-74.12849366900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),6,5,0,100,0,2,1,2,83.3,0.0,37
160011838,18,38,Colegio Distrital  Alexander Fleming - sede A,SAN JORGE,SAN JORGE,Colegio Distrital  Alexander Fleming - sede A,San Jorge,18,Rafael Uribe Uribe,"CLL 45 A Sur # 14 A - 19 / 
DIAG 45 Bis B Sur # 13F - 36",4.571675027000026,-74.11984848399999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),5,3,1,22,0,2,0,1,60.0,20.0,38
160011839,18,39,Liceo Psicopedagógico San Pablo,LICEO SAN PABLO,LICEO SAN PABLO,Liceo Psicopedagógico San Pablo,Liceo San Pablo,18,Rafael Uribe Uribe,"TRV 5 G # 48 P - 03 /
CLL 48 P Sur # 5 G - 07",4.554455883999992,-74.11162578800003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,2,2,0,24,0,0,0,2,100.0,0.0,39
160011841,18,41,Integración Social Mi Taller Creativo,LA MARQUEZA,LA MARQUEZA,Integración Social Mi Taller Creativo,La Marqueza,18,Rafael Uribe Uribe,TRV 1 B Este # 49 B - 20 Sur,4.543018000000018,-74.10695700000002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,1,1,0,11,0,0,0,1,100.0,0.0,41
160011842,18,42,Colegio Distrital Rafael Delgado Salguero - Sede C,RAFAEL DELGADO SEDE C,RAFAEL DELGADO SEDE C,Colegio Distrital Rafael Delgado Salguero - Sede C,Rafael Delgado Sede C,18,Rafael Uribe Uribe,"CLL 41 Sur # 31 - 81 / 
CLL 41 Bis Sur # 31 - 46",4.587100000000021,-74.1252,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),2,2,0,3,1,1,0,0,100.0,0.0,42
160011843,18,43,Salón Comunal La Paz Naranjos,SALÓN COMUNAL LA PAZ NARANJOS,SALÓN COMUNAL LA PAZ NARANJOS,Salón Comunal La Paz Naranjos,Salón Comunal La Paz Naranjos,18,Rafael Uribe Uribe,DIAG 54 Sur # 3F - 17,4.541364460000011,-74.11372139100001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),6,4,0,31,1,1,0,2,66.7,0.0,43
160011844,18,44,Colegio Distrital Integración Rafael Delgado Salguero,INTEG. RAFAEL DELGADO SALGUERO,INTEG. RAFAEL DELGADO SALGUERO,Colegio Distrital Integración Rafael Delgado Salguero,Integración Rafael Delgado Salguero,18,Rafael Uribe Uribe,CRA 26 # 35 A - 38 Sur,4.583981133999998,-74.11932320699998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTANDER,1,1,0,5,0,1,0,0,100.0,0.0,44
160011845,18,45,Colegio Parroquial San José,PARROQUIAL SAN JOSE,PARROQUIAL SAN JOSE,Colegio Parroquial San José,Parroquial San José,18,Rafael Uribe Uribe,"TRV 13 H # 45 B - 33 Sur /
TRV 13 H # 45 F - 33 Sur ",4.569196999999974,-74.12211400000001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),2,1,0,17,0,0,0,1,50.0,0.0,45
160011846,18,46,Colegio Liceo Psicopedagógico Marco Fidel Suárez,LICEO PSICOPEDAGOGICO MARCO FIDEL SUAREZ,LICEO PSICOPEDAGOGICO MARCO FIDEL SUAREZ,Colegio Liceo Psicopedagógico Marco Fidel Suárez,Liceo Psicopedagógico Marco Fidel Suárez,18,Rafael Uribe Uribe,DIAG 46 Sur #13 - 40,4.567893389999995,-74.11835891999999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),6,6,3,90,1,1,0,4,100.0,50.0,46
160011847,18,47,Colegio Distrital María Cano,MARIA CANO,MARIA CANO,Colegio Distrital María Cano,María Cano,18,Rafael Uribe Uribe,TRV 5 U # 48 J - 30 Sur,4.559253421999983,-74.11541593200002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),9,9,4,114,0,6,1,2,100.0,44.4,47
160011848,18,48,Colegio Distrital Cafam Santa Lucía,CAFAM SANTA LUCIA,CAFAM SANTA LUCIA,Colegio Distrital Cafam Santa Lucía,CAFAM Santa Lucía,18,Rafael Uribe Uribe,"DIAG 36 Sur # 16 B - 26 / 
CRA 13 G # 37 - 80 Sur",4.5747160000000235,-74.11847699999998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),11,9,3,32,0,7,2,0,81.8,27.3,48
160011849,18,49,Salón Comunal Comuneros,COLEGIO DISTRITAL DIANA TURBAY SEDE B,COLEGIO DISTRITAL DIANA TURBAY SEDE B,Salón Comunal Comuneros,Colegio Distrital Diana Turbay Sede B,18,Rafael Uribe Uribe,"DIAG 49 Sur # 2 A - 01
CLL 49 Sur # 2 - 15",4.545310286000017,-74.10746259199999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,3,3,1,6,1,2,0,0,100.0,33.3,49
160011850,18,50,Colegio Distrital Alianza Quiroga,ALIANZA QUIROGA,ALIANZA QUIROGA,Colegio Distrital Alianza Quiroga,Alianza Quiroga,18,Rafael Uribe Uribe,CRA 23 # 35 - 20 Sur,4.579603237000015,-74.117287428,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),2,1,0,3,0,1,0,0,50.0,0.0,50
160011851,18,51,Colegio Distrital Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,ESTADOS UNIDOS DE AMERICA,Colegio Distrital Estados Unidos de América,Estados Unidos de América,18,Rafael Uribe Uribe,CLL 22 Sur # 22 - 65 / CLL 22 Sur # 24 B - 65,4.584815526999989,-74.106008148,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTANDER,5,4,1,32,1,2,0,1,80.0,20.0,51
160011853,18,53,Colegio Distrital Liceo Femenino Mercedes Nariño,LICEO FEMENINO MERCEDES NARIÑO,LICEO FEMENINO MERCEDES NARIÑO,Colegio Distrital Liceo Femenino Mercedes Nariño,Liceo Femenino Mercedes Nariño,18,Rafael Uribe Uribe,"AV CRA 14 # 23 - 24 Sur /
CRA 14 # 22A - 24 Sur",4.58055906200002,-74.10338391200003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),2,2,1,9,0,1,1,0,100.0,50.0,53
160011856,18,56,Colegio Distrital  Restrepo Millán Sede A,COLEGIO  RESTREPO MILLAN SEDE  A,COLEGIO  RESTREPO MILLAN SEDE  A,Colegio Distrital  Restrepo Millán Sede A,Colegio  Restrepo Millán Sede A,18,Rafael Uribe Uribe,CLL 40 Sur # 23 - 25,4.579301704999978,-74.12087787000002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),4,4,1,27,2,1,0,1,100.0,25.0,56
160011857,18,57,IDIPRON UPI Molinos (Unidad de Prevención Infantil),FE Y ALEGRIA ONG,FE Y ALEGRIA ONG,IDIPRON UPI Molinos (Unidad de Prevención Infantil),IDIPRON UPI Molinos,18,Rafael Uribe Uribe,CRA 5 A Bis # 48N-48 Sur,4.553168190000008,-74.10886904699998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA VICTORIA,3,2,2,13,0,1,0,1,66.7,66.7,57
160011860,18,60,Colegio Parroquial Inmaculado Corazón de Maria,COL PARROQUIAL INMACULADO CORAZON MARIA,COL PARROQUIAL INMACULADO CORAZON MARIA,Colegio Parroquial Inmaculado Corazón de Maria,Colegio Parroquial Inmaculado Corazón de Maria,18,Rafael Uribe Uribe,"CLL 44 Sur # 28-61 / 
CLL 44 Sur # 27-75",4.584490334000009,-74.12772884200001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SAN VICENTE FERRER,1,1,0,9,0,0,1,0,100.0,0.0,60
160011861,18,61,Instituto San Antonio de Padua,INSTITUTO SAN ANTONIO DE PADUA,INSTITUTO SAN ANTONIO DE PADUA,Instituto San Antonio de Padua,Instituto San Antonio de Padua,18,Rafael Uribe Uribe,CRA 20 # 42A-56 Sur,4.575787639999987,-74.12304363800001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTA LUCÍA (BTA),5,5,2,29,0,4,0,1,100.0,40.0,61
160011863,18,63,Polideportivo Molinos II,POLIDEPORTIVO MOLINOS II,POLIDEPORTIVO MOLINOS II,Polideportivo Molinos II,Polideportivo Molinos II,18,Rafael Uribe Uribe,"CLL 48 P Bis C Sur # 4 - 30 /
CRA 5 # 48P - 10 Sur",4.551606683999978,-74.10774667700002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,1,1,0,1,0,1,0,0,100.0,0.0,63
160011901,19,01,Colegio Distrital León de Greiff,LUCERO DEL SUR,LUCERO DEL SUR,Colegio Distrital León de Greiff,Lucero del Sur,19,Ciudad Bolívar,"CRA 17 B Bis A # 67 - 30 Sur /
 CRA 17 B Bis A # 67 - 48 Sur",4.55066115599999,-74.13841960299999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LUCERO BAJO,14,12,1,64,4,1,5,2,85.7,7.1,1
160011902,19,02,Colegio Distrital Don Bosco La Joya Sede A,SAN JOAQUIN DEL VATICANO,SAN JOAQUIN DEL VATICANO,Colegio Distrital Don Bosco La Joya Sede A,San Joaquín del Vaticano,19,Ciudad Bolívar,CLL 80 A Sur # 18 C - 70,4.537077279000016,-74.14493207800001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LUCERO BAJO,7,7,2,16,3,3,0,1,100.0,28.6,2
160011904,19,04,Colegio Distrital Bicentenario,EL TESORO,EL TESORO,Colegio Distrital Bicentenario,El Tesoro,19,Ciudad Bolívar,"CLL 81 Sur # 18 M - 02 / 
CLL 81 Sur # 18 P - 08",4.5349725830000125,-74.14944513799998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LUCERO BAJO,12,10,3,58,2,4,1,3,83.3,25.0,4
160011905,19,05,Colegio Distrital República de México - Sede Principal,MEXICO,MEXICO,Colegio Distrital República de México - Sede Principal,México,19,Ciudad Bolívar,"CLL 64 Sur # 17 - 50 / 
CRA 17 # 64 - 14 Sur",4.555005581999978,-74.13659955000003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LUCERO BAJO,6,6,1,32,3,0,1,2,100.0,16.7,5
160011906,19,06,Colegio Distrital El Recuerdo - Sede A,LUCERO MEDIO,LUCERO MEDIO,Colegio Distrital El Recuerdo - Sede A,Lucero Medio,19,Ciudad Bolívar,CLL 69 Sur # 18 B - 35,4.549026850000018,-74.14561460300001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LUCERO BAJO,4,3,0,26,1,1,0,1,75.0,0.0,6
160011907,19,07,Colegio Distrital Rafaél Uribe Uribe,VISTAHERMOSA,VISTAHERMOSA,Colegio Distrital Rafaél Uribe Uribe,Vistahermosa,19,Ciudad Bolívar,DIAG 71 B Sur # 18 I - 20,4.547101881000003,-74.14905681699997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LUCERO BAJO,3,3,1,85,1,0,0,2,100.0,33.3,7
